,label,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30
0,1,-0.1751910461092617,0.29903002730704953,-0.7685871449640742,-5.384093621109418,1.3796072715266567,6.886094688657201,-2.22351255118187,2.469312146777101,2.1152116582801597,0.9086726688200025,3.5517334521564163,1.5989335819485886,3.24770021778571,-10.634822777830177,1.3476177757769765,3.9344901093950595,-3.497127913435553,1.5041399776991575,0.7366201589256589,-1.4326645349505882,0.6001368879568264,3.4422080140741227,-0.18729864473725497,4.658696384769338,0.8002933557656329,3.542704611387983,-1.7996858012294932,1.9057213731849618,4.658696384769338,-0.7225062792245163
1,0,1.0510315439442282,0.445523184688713,0.28981719685308893,-2.7345187894132654,0.08365244898998289,2.993605721872826,1.0001400520562744,-0.7549293892384458,-1.5498063425989765,2.3104187024372687,-0.04709653017768442,1.3535326059246655,-4.004085528714248,-3.5310955371233246,1.0140470329496851,-4.713945432672308,0.682031665072483,-1.2068117160215515,0.38936767818395823,-4.652414056527533,1.311651071940842,-1.5198696043284783,1.2196072577457742,-2.6884557271625957,0.9757496170133166,2.872059812476375,-1.5352596139265358,0.06467687336713426,-2.6884557271625957,0.18420269774851972
2,1,2.8033311975454156,-1.5214347304648097,-0.10066811151303354,1.326577243968369,0.27342217135342156,1.9844093045227589,1.3200049294655969,-0.8695585120083984,0.38332741686062877,4.81604614547304,0.4785380134474094,1.3909501156881077,0.6136642839338388,-7.826988388634752,-0.3650470004444287,1.9359702054968784,5.05224688443688,-2.0956713739559496,-2.065181823530011,-1.255524202266938,0.13657661696082207,-0.35893899291084874,2.457758473912125,0.6972108955956154,-0.622162065609545,3.679803543762007,-1.8097249502912902,0.1567367196560631,0.6972108955956154,-1.8976837119809404
3,2,2.689503338515126,-4.120007553261818,-0.7665134112871765,-3.445241010499332,0.77109518665303,-0.6280632053704917,1.798363969467045,2.100721139547748,-0.7498286692459588,0.04428933786700964,-2.637149703719106,-0.13152700115987045,0.09495005186953878,-3.196326570032674,-1.4047397365724548,-2.7975646937705343,-15.592835351339813,1.7728352579754283,-0.6314165311104901,1.4700004245230924,1.6200205078669412,1.4611531531073862,-3.7215419502676164,-4.701267820611159,0.5501948626260024,-1.3852523622463386,-2.8010068666239896,-1.0000419521399229,-4.701267820611159,-1.17135186782995
4,0,-2.3303565893999525,2.846976613462995,-1.2406325619707868,0.49469524099252193,0.20464033946034382,4.405562337457768,-2.0951331774145943,-2.798951566281126,-0.8940235660478424,3.286263355838839,-1.8580472614258086,-0.9381641677598634,-7.04244812539365,1.7805367137376051,0.6174710452629135,0.9820208198295256,10.556318880925762,-1.0045256911375673,1.4949594541487286,-1.836672432326833,0.03074899896460595,1.522194070335074,0.37902962993500733,-0.763487523271262,-0.13319534627700988,-0.755366126663077,0.9772103501091258,2.800476008408988,-0.763487523271262,0.46296377971237546
5,0,-1.710837002835599,6.222865468948505,-1.410966060892117,4.567867276422897,-0.06337869653159259,0.3345720902688235,-1.6606011183924614,1.685683202187017,-0.45567683229759715,-1.2050968893799454,2.6017743068750905,4.516653393810047,-5.100281075553317,4.998860462300619,2.95923999017552,-1.1037961540599683,11.787999347221715,-0.6723058730974601,-0.8603056468342453,-0.14601417892416077,-0.2899599907775494,-6.392164911851423,-4.431749245682424,1.1429920579360187,0.3055356306176483,2.6372142264079703,0.1860834398096948,-4.745053942234485,1.1429920579360187,-0.933415444054886
6,0,-1.9322443261964972,-2.013991516808063,0.4366650094500163,0.6773256960987508,0.1748022377614578,0.8266571939149022,2.886114918341644,-5.895282654355167,1.5349411425663133,-1.3381541108253505,1.2323541239404383,-4.791589873494512,-1.205685475887992,8.727126781549863,0.31879197388352865,6.5587522434696846,4.150037953381126,-0.2385054860802905,1.9486847429912462,0.2985517562873957,0.9092487392504165,-1.1298242209309848,0.5414638896173073,-0.1679773115486117,-0.16369672907522195,-0.3566397294290421,-1.231988196495947,2.1186923551282217,-0.1679773115486117,-1.0685445004072778
7,2,3.8337081974430927,2.25446848714088,0.8393655970757851,3.539503308685448,0.8611082919029059,0.8433546284373065,0.6540268641653081,-5.036733128825644,1.2617924341188127,3.7827068663064387,-1.5937606712554229,-9.363196062249001,-1.141513888267228,12.697344468755924,0.3179937958269057,7.717051401932094,5.285760611450667,-1.1212301202062922,-1.2715195563898523,5.019452717087602,0.14756266144570485,-3.388780970751944,1.426413546772105,0.1690630970901408,-1.0957209040461378,-1.668984876022275,-6.489266442139297,-5.698949212600514,0.1690630970901408,0.39557966567305947
8,2,-3.931894470136607,2.8226679207397836,-1.3314986279053627,-1.4812720672464967,0.8122720081974242,-2.8572846005479495,-3.3976343563486595,-3.176172930179689,0.542125262882483,4.692698038970572,-4.143515920718777,-1.446540190024245,-0.8417430630219885,4.3736276439150314,-0.7909400428489477,0.8674469323234892,10.43471832078634,0.19831762931953037,1.0054638606435946,-1.3780302851499302,-0.41695674629482227,8.643053276217623,0.14696407546636295,0.1126283018516682,-0.6104723895475997,-0.39783636100509934,-1.3622294891020679,-1.061767775100415,0.1126283018516682,-0.9282670240210705
9,1,1.9035916496610872,-0.13083564039937276,-1.867021470226518,-1.7072217192676846,0.3006646811689035,-1.6969223303026832,4.623352014826505,-3.1825587299799136,-0.7618576707913837,-1.1250190729203748,-1.54488634815507,-3.089169334091768,-2.31722350094284,8.389428701952113,0.22289662113318848,-4.106656411063878,-2.993365684076238,-0.7929026597697982,1.0962348692424442,-1.1998731301717047,-1.0468977961277457,-1.9041667897680177,-0.35866816649900557,-1.7140615248466275,-0.5827478078102393,-0.8766718575171403,-0.8305808501169846,-2.614263982982687,-1.7140615248466275,-0.49768009635421384
